nome,valor,cpf,matricula,inclusao
Ryan Araujo,414.29,692.599.255-68,27659,6/14/2019
Fernanda Barros,277.70,812.191.773-50,37254,6/17/2019
Gabriel Martins,136.34,833.936.941-54,31677,6/17/2019
Fernanda Ribeiro,322.03,812.621.135-04,38682,6/29/2019
Estevan Sousa,383.92,263.035.183-11,16243,6/26/2019
Tiago Ribeiro,927.11,326.895.067-18,45445,6/20/2019
Paulo Pinto,359.33,148.638.341-60,35439,6/11/2019
Marisa Araujo,263.30,714.279.589-12,25288,6/10/2019
Sarah Rocha,829.19,451.918.144-52,35634,6/7/2019
Lavinia Carvalho,756.39,143.803.467-90,24328,6/6/2019
Douglas Azevedo,464.97,868.426.798-26,15785,6/16/2019
Renan Sousa,332.16,882.812.098-36,36480,6/3/2019
Tânia Castro,674.05,493.610.062-58,15870,6/2/2019
Tomás Souza,612.19,717.246.474-58,16697,6/23/2019
Antônio Fernandes,195.82,223.966.534-31,17165,6/5/2019
Luis Dias,354.93,261.082.009-79,21134,6/16/2019
Carla Carvalho,754.34,974.392.585-68,37436,6/6/2019
Mariana Araujo,298.01,613.923.146-90,26072,6/2/2019
Gabriela Melo,260.17,654.820.861-78,34236,6/15/2019
Matheus Azevedo,794.26,439.785.780-69,27981,6/18/2019
Giovana Alves,761.55,127.870.866-91,18911,6/8/2019
Kauan Alves,131.93,392.346.661-78,25083,6/3/2019
Julian Cunha,864.68,746.548.778-19,12830,6/5/2019
Luana Cavalcanti,813.77,572.979.887-31,34923,6/4/2019
Sophia Melo,528.63,254.625.208-91,10652,6/13/2019
Ryan Dias,608.47,606.734.243-08,30032,6/8/2019
Anna Azevedo,909.05,691.497.122-68,17519,6/3/2019
Sofia Gomes,557.40,387.468.344-35,36667,6/4/2019
Ágatha Barbosa,999.51,913.402.405-05,40083,6/14/2019
Tânia Castro,351.00,137.889.969-51,31644,6/12/2019
Matilde Martins,228.02,416.854.538-56,37389,6/15/2019
Nicole Souza,380.75,220.649.091-92,20370,6/18/2019
Letícia Pereira,159.46,176.361.656-86,29383,6/24/2019
Vitór Souza,259.30,740.523.631-67,18272,6/16/2019
Daniel Barbosa,893.66,721.223.256-40,30212,6/25/2019
Luiz Almeida,373.87,584.206.535-51,18008,6/7/2019
Martim Santos,615.20,670.880.126-42,47144,6/3/2019
Danilo Souza,620.23,999.889.568-51,19668,6/7/2019
Rafaela Cardoso,831.99,981.114.112-60,16309,6/15/2019
Miguel Barbosa,930.59,218.506.669-20,12061,6/12/2019
André Almeida,816.45,883.413.202-58,34558,6/25/2019
Thaís Silva,244.82,537.019.565-02,28343,6/13/2019
Bruna Silva,459.01,570.025.244-96,29447,6/10/2019
Tânia Pereira,392.23,905.291.284-03,34609,6/11/2019
Isabella Correia,638.94,620.424.780-83,27601,6/1/2019
Marisa Cunha,628.99,324.089.821-70,36750,6/18/2019
Beatriz Cardoso,642.14,583.090.709-77,34678,6/8/2019
Aline Pereira,118.92,323.385.799-33,24766,6/11/2019
Daniel Costa,474.73,619.475.103-71,32040,6/26/2019
Leonor Pinto,761.24,863.501.697-19,34747,6/5/2019
Bruno Barros,945.45,686.809.302-02,43287,6/7/2019
Julian Cardoso,826.15,900.060.368-48,27371,6/4/2019
Amanda Martins,458.15,638.173.281-41,25989,6/22/2019
Kauê Silva,594.52,505.584.956-80,48461,6/23/2019
Erick Silva,499.19,899.392.790-19,48869,6/22/2019
Mateus Gomes,208.72,212.027.241-75,41273,6/21/2019
Estevan Goncalves,831.22,485.866.859-25,25140,6/13/2019
Vinícius Souza,176.26,765.702.193-40,35259,6/22/2019
Luan Melo,780.90,452.852.059-13,10616,6/30/2019
Ana Fernandes,576.60,440.793.454-96,35405,6/24/2019
Leonor Goncalves,910.54,821.790.125-27,38355,6/2/2019
Lucas Alves,867.48,425.205.838-43,33925,6/21/2019
Arthur Barbosa,153.34,541.442.879-47,17927,6/4/2019
Davi Barbosa,439.82,239.636.622-04,16581,6/5/2019
Kaua Ferreira,579.32,932.494.864-42,45315,6/9/2019
Vitoria Dias,661.75,288.973.279-74,28701,6/11/2019
Gabriel Gomes,499.93,354.220.420-00,36114,6/19/2019
Enzo Dias,212.89,287.991.575-94,39672,6/6/2019
Carlos Oliveira,770.06,570.463.580-60,15510,6/20/2019
Marcos Barbosa,232.44,355.665.575-62,19464,6/26/2019
Victor Ferreira,721.27,595.924.488-84,19573,6/28/2019
Marcos Ferreira,120.77,900.882.165-60,19863,6/30/2019
Carla Souza,203.81,489.174.457-05,45909,6/25/2019
Carla Ribeiro,400.91,946.303.891-48,39253,6/20/2019
Larissa Souza,319.42,884.646.366-87,47212,6/28/2019
Samuel Cavalcanti,650.26,718.525.482-58,31780,6/26/2019
Danilo Alves,203.47,804.066.378-49,36104,6/25/2019
Otávio Souza,819.49,466.836.947-02,35478,6/29/2019
Lara Correia,102.23,365.860.408-50,26031,6/19/2019
Evelyn Cavalcanti,647.52,189.599.757-70,15787,6/11/2019
Luís Rocha,137.73,974.234.094-30,43105,6/19/2019
Manuela Ribeiro,717.00,250.670.064-12,46369,6/5/2019
Gabriela Souza,238.95,927.894.763-65,43488,6/27/2019
Larissa Martins,262.84,445.922.165-98,14511,6/25/2019
Guilherme Oliveira,551.10,576.252.021-86,23970,6/14/2019
Luan Melo,866.59,889.264.109-35,17948,6/23/2019
Júlia Almeida,779.31,968.899.203-84,41978,6/3/2019
Mateus Araujo,421.22,565.377.004-34,49487,6/7/2019
Julian Barros,118.98,962.654.717-08,31779,6/15/2019
Luiz Pereira,760.40,364.056.434-09,32914,6/15/2019
Nicole Santos,860.80,891.530.589-25,49812,6/5/2019
Bianca Correia,554.07,448.419.847-98,40331,6/9/2019
Tomás Cunha,280.95,521.645.400-42,16633,6/7/2019
Diogo Barros,197.08,561.250.752-65,29326,6/19/2019
Joao Rocha,222.25,854.951.454-37,37275,6/6/2019
Larissa Rodrigues,582.85,932.468.868-57,46681,6/17/2019
Raissa Goncalves,913.66,110.256.272-61,25153,6/19/2019
Aline Silva,853.02,717.132.274-28,33428,6/29/2019
Guilherme Sousa,866.10,369.515.692-90,41826,6/21/2019
Leonardo Cavalcanti,123.87,433.428.071-48,47524,6/30/2019
Martim Cunha,999.89,109.714.805-08,16641,6/9/2019
Letícia Oliveira,113.61,113.972.085-62,48785,6/17/2019
Igor Cunha,859.46,581.493.073-03,18038,6/18/2019
Kai Araujo,682.57,479.779.458-51,43020,6/27/2019
Kauê Ribeiro,880.89,435.801.855-60,27810,6/15/2019
Carlos Cavalcanti,433.18,118.699.700-12,49925,6/25/2019
Luis Carvalho,870.59,185.368.165-20,44583,6/12/2019
Luis Ribeiro,593.86,221.713.250-46,42150,6/18/2019
Bruna Almeida,636.39,331.841.597-95,35951,6/19/2019
Nicolash Fernandes,901.15,526.265.780-02,36643,6/26/2019
Luis Cunha,320.13,721.511.067-21,15845,6/28/2019
Renan Azevedo,523.44,960.296.097-34,36919,6/8/2019
Sophia Lima,320.03,483.688.337-79,12483,6/8/2019
Danilo Melo,911.09,417.172.376-06,24910,6/19/2019
Júlia Cavalcanti,795.30,330.930.981-90,14550,6/26/2019
Antônio Rocha,870.41,773.352.025-82,15477,6/23/2019
Fábio Castro,894.52,253.104.115-00,41640,6/2/2019
Giovana Cunha,545.24,813.476.949-78,30266,6/18/2019
Vinícius Ferreira,358.36,707.116.468-13,36161,6/21/2019
Marcos Ferreira,275.58,658.270.104-56,15479,6/10/2019
Bruna Souza,428.17,214.829.644-22,46638,6/24/2019
Gabriela Costa,153.15,882.177.379-59,29881,6/11/2019
Lara Azevedo,834.54,218.026.890-44,14367,6/27/2019
Lara Fernandes,909.53,260.201.964-02,31785,6/22/2019
Fábio Barbosa,948.07,344.079.732-50,12927,6/6/2019
Julieta Ferreira,108.65,927.168.280-75,23408,6/25/2019
Raissa Castro,843.30,103.248.741-03,20104,6/19/2019
Bianca Correia,685.40,282.306.542-39,19967,6/9/2019
Estevan Oliveira,487.19,726.101.382-02,37494,6/10/2019
Gustavo Araujo,946.25,204.796.324-99,42291,6/2/2019
Leila Santos,915.13,704.445.861-05,47987,6/5/2019
Eduardo Cunha,482.22,483.124.976-92,13127,6/29/2019
Rafael Pereira,881.80,677.382.088-05,37151,6/5/2019
Gustavo Rocha,240.82,363.742.946-29,24174,6/5/2019
Ryan Araujo,896.25,411.704.816-39,20385,6/19/2019
Laura Fernandes,716.76,230.985.069-11,32329,6/27/2019
Cauã Cardoso,225.40,598.190.026-13,35065,6/23/2019
Caio Cavalcanti,720.93,296.322.179-77,44368,6/2/2019
Rafael Ferreira,945.01,201.087.370-04,30394,6/25/2019
Rafaela Rodrigues,787.57,385.363.960-75,12979,6/24/2019
Kaua Ribeiro,659.52,749.068.821-37,30028,6/24/2019
Sarah Azevedo,323.75,517.785.497-30,14240,6/6/2019
Rebeca Fernandes,796.16,999.132.438-07,34477,6/15/2019
Mateus Alves,812.58,673.214.722-64,39666,6/26/2019
Kai Alves,982.54,593.813.538-91,48632,6/1/2019
Bruna Goncalves,959.18,283.156.250-39,33356,6/4/2019
Erick Goncalves,405.49,603.283.192-28,15228,6/24/2019
Luís Cardoso,127.59,801.364.674-23,36646,6/25/2019
Rodrigo Fernandes,177.64,814.992.261-01,39526,6/9/2019
Sofia Costa,191.99,845.381.942-47,41397,6/21/2019
Davi Martins,675.69,783.598.090-89,41745,6/28/2019
Anna Fernandes,178.53,246.382.379-83,34550,6/1/2019
Lavinia Ferreira,652.95,688.581.505-54,35232,6/25/2019
Rodrigo Rocha,229.85,615.649.263-11,37857,6/23/2019
Arthur Melo,725.33,994.504.734-55,28395,6/19/2019
Fábio Correia,955.59,247.551.636-41,49673,6/1/2019
Gabrielle Araujo,500.99,176.357.727-91,39073,6/19/2019
Maria Cavalcanti,805.73,964.873.718-58,30753,6/1/2019
Vitoria Goncalves,437.91,449.312.886-00,21473,6/27/2019
Lavinia Rodrigues,723.85,669.980.962-83,39917,6/18/2019
José Melo,193.02,445.775.285-17,15544,6/7/2019
Carolina Gomes,628.20,811.916.507-15,46316,6/28/2019
Joao Castro,726.86,593.233.738-93,31716,6/28/2019
Samuel Azevedo,586.79,272.888.472-25,39306,6/17/2019
Caio Rodrigues,765.59,540.329.643-35,18802,6/12/2019
Nicolas Fernandes,335.24,902.399.869-38,35477,6/25/2019
Larissa Barbosa,432.18,972.189.238-60,25437,6/30/2019
Julia Fernandes,872.21,231.723.090-70,22533,6/21/2019
Paulo Ferreira,462.34,303.495.783-11,25751,6/11/2019
Victor Goncalves,705.03,649.595.291-05,39300,6/11/2019
Joao Cavalcanti,1000.20,190.399.033-52,30981,6/18/2019
Diego Costa,472.50,577.691.958-45,27644,6/23/2019
Kauê Ribeiro,123.32,156.611.195-18,33982,6/26/2019
Joao Souza,543.33,558.186.100-55,36588,6/24/2019
Alex Araujo,923.12,880.068.790-36,11009,6/19/2019
Gustavo Ferreira,136.56,901.226.544-47,10690,6/26/2019
Laura Araujo,446.41,617.384.837-62,15936,6/30/2019
Melissa Rodrigues,211.06,940.589.058-16,39509,6/9/2019
Sofia Silva,670.42,640.463.142-30,35018,6/13/2019
Tomás Oliveira,353.16,720.525.389-68,23984,6/18/2019
Alice Santos,480.74,261.496.683-55,46683,6/18/2019
Miguel Cunha,832.20,769.382.087-60,27425,6/13/2019
Nicole Correia,146.01,183.888.425-44,32351,6/7/2019
Danilo Cunha,285.70,861.320.224-14,34310,6/25/2019
Gabriel Dias,770.34,360.248.453-08,31299,6/18/2019
Otávio Almeida,195.91,151.204.226-91,29434,6/29/2019
Paulo Alves,864.78,782.825.033-98,10811,6/6/2019
Nicolash Melo,754.71,642.891.048-94,42335,6/3/2019
Giovanna Cavalcanti,323.18,495.415.584-37,17426,6/8/2019
Júlia Costa,320.30,481.273.311-12,10190,6/12/2019
Marina Costa,625.15,290.603.348-09,13973,6/11/2019
Maria Correia,115.17,912.916.965-80,47756,6/16/2019
Luiz Barbosa,599.85,522.196.099-01,19848,6/21/2019
Eduardo Santos,496.37,702.639.763-00,42389,6/8/2019
Evelyn Correia,454.06,701.926.508-15,39538,6/17/2019
Renan Martins,432.25,849.927.064-60,22712,6/3/2019
Alice Araujo,157.44,483.820.151-66,24078,6/14/2019
Igor Costa,417.32,999.120.123-80,16028,6/2/2019
Aline Ribeiro,862.77,238.561.951-22,30748,6/2/2019
Luiza Carvalho,415.41,185.847.004-80,48501,6/18/2019
Brenda Pereira,977.92,780.740.496-55,19133,6/28/2019
Vinícius Araujo,979.30,839.377.525-60,10896,6/15/2019
Rafael Barbosa,615.27,414.781.355-06,45954,6/19/2019
Eduarda Ferreira,747.78,138.231.766-25,46747,6/25/2019
Thaís Dias,368.42,375.636.473-92,37902,6/15/2019
Brenda Ribeiro,705.13,168.097.623-02,39979,6/29/2019
Otávio Santos,495.32,461.852.349-20,14460,6/4/2019
Alex Carvalho,151.65,320.624.237-13,48873,6/10/2019
Marisa Barros,296.28,411.287.626-25,22157,6/30/2019
Tiago Cardoso,209.47,675.372.850-39,14447,6/22/2019
Julieta Correia,413.41,792.573.063-30,32884,6/21/2019
Maria Correia,116.81,877.165.266-34,48330,6/22/2019
Luan Oliveira,955.09,367.357.266-00,39687,6/23/2019
Julian Cavalcanti,185.42,218.910.458-06,37131,6/18/2019
Vitor Cardoso,764.41,346.853.090-06,20998,6/16/2019
Kauã Costa,630.29,116.188.084-43,11695,6/22/2019
José Araujo,592.86,549.992.230-66,18140,6/22/2019
Enzo Pereira,866.49,804.846.095-56,41996,6/18/2019
Vitória Castro,970.46,454.024.657-70,41375,6/20/2019
Matilde Carvalho,266.12,981.341.897-41,29255,6/5/2019
Gabrielle Santos,567.93,625.340.286-26,15514,6/7/2019
Erick Alves,719.08,970.218.856-36,31546,6/4/2019
Kauã Castro,134.17,377.684.744-14,13507,6/26/2019
Giovanna Carvalho,255.68,153.534.693-05,23174,6/20/2019
Julia Rocha,708.64,817.590.603-05,16656,6/23/2019
Enzo Ferreira,897.37,911.237.821-64,25743,6/20/2019
Fernanda Pinto,996.45,128.027.258-90,34519,6/9/2019
José Gomes,403.64,148.622.478-49,47048,6/22/2019
Thaís Cunha,224.25,677.044.650-23,19529,6/3/2019
Laura Santos,766.00,335.707.203-30,10162,6/5/2019
Camila Goncalves,333.11,666.645.911-38,16244,6/8/2019
Sofia Pinto,665.18,264.982.936-24,36405,6/20/2019
João Cardoso,486.22,871.065.477-19,24905,6/17/2019
Eduardo Pinto,439.70,623.300.787-90,44840,6/6/2019
Ana Fernandes,784.67,192.944.315-33,18042,6/17/2019
Livia Souza,438.92,691.390.479-70,28123,6/10/2019
André Correia,596.64,237.305.407-85,44211,6/17/2019
Luís Pereira,318.00,422.885.631-41,37769,6/4/2019
Larissa Araujo,225.62,899.885.740-53,48681,6/9/2019
Diogo Santos,526.35,748.227.132-53,35848,6/20/2019
Murilo Alves,131.10,884.946.337-59,35082,6/14/2019
Arthur Martins,918.26,944.368.286-97,40420,6/12/2019
Otávio Pereira,807.04,310.000.218-07,14033,6/20/2019
Leila Castro,775.30,152.468.771-59,13289,6/1/2019
Ágatha Costa,101.63,628.245.561-88,20459,6/3/2019
Tânia Carvalho,859.48,512.690.649-67,35300,6/22/2019
Giovanna Goncalves,749.49,468.783.098-67,27121,6/24/2019
Yasmin Rocha,892.92,521.245.338-00,43559,6/27/2019
Manuela Rodrigues,312.74,257.677.024-03,26578,6/28/2019
Vitória Correia,804.76,387.036.382-78,14043,6/2/2019
Brenda Oliveira,120.93,613.133.505-24,35331,6/17/2019
Luan Barbosa,359.35,598.914.865-83,31574,6/12/2019
Gabrielle Rodrigues,622.96,572.697.554-50,11615,6/26/2019
Giovanna Correia,932.49,273.896.499-09,34584,6/22/2019
Marina Goncalves,247.95,304.691.816-05,18258,6/1/2019
Luiza Pinto,658.37,144.900.238-20,24650,6/15/2019
Martim Carvalho,835.72,896.183.217-46,29949,6/12/2019
Douglas Cavalcanti,987.32,142.654.024-88,32009,6/26/2019
Murilo Souza,637.50,142.345.154-69,48938,6/16/2019
Anna Sousa,726.92,372.996.238-89,36241,6/27/2019
Vinícius Souza,111.79,296.494.616-71,41424,6/12/2019
Ágatha Fernandes,170.75,520.673.160-95,41493,6/16/2019
Tomás Silva,391.83,735.460.879-33,21944,6/18/2019
Ryan Gomes,579.11,380.611.835-36,41194,6/26/2019
Cauã Pereira,913.70,221.668.158-04,31854,6/27/2019
Victor Correia,413.60,983.934.655-59,12444,6/7/2019
Bruna Almeida,328.48,794.993.918-43,31230,6/21/2019
Raissa Costa,725.56,296.989.123-98,32820,6/15/2019
Antônio Castro,679.23,447.462.684-28,17370,6/18/2019
Enzo Rodrigues,877.21,631.953.447-85,28048,6/18/2019
Luiz Rocha,392.32,382.069.743-85,35379,6/16/2019
Isabella Gomes,900.43,207.540.688-03,15723,6/29/2019
Nicolas Araujo,112.99,218.262.771-53,29186,6/19/2019
Alice Pereira,960.09,792.060.331-58,12656,6/15/2019
Mariana Costa,116.34,613.145.763-80,22107,6/23/2019
Fernanda Carvalho,917.61,593.921.021-00,43813,6/24/2019
Rodrigo Correia,266.14,131.759.124-00,38779,6/4/2019
Lara Araujo,277.04,570.050.404-90,25664,6/6/2019
Giovanna Ferreira,765.98,963.949.116-07,44010,6/7/2019
Nicolas Fernandes,669.29,315.144.506-31,19446,6/27/2019
Luana Carvalho,266.05,108.828.843-01,20695,6/14/2019
Gabriela Rocha,473.86,216.084.535-37,39657,6/5/2019
João Goncalves,341.86,393.117.375-50,19664,6/3/2019
Gabrielly Santos,547.06,720.960.719-68,26963,6/29/2019
Matilde Barros,141.70,607.216.783-78,35334,6/21/2019
Amanda Martins,646.76,846.293.953-42,29959,6/4/2019
Larissa Azevedo,561.74,383.729.822-10,34428,6/19/2019
Giovana Sousa,868.88,562.389.956-02,19755,6/6/2019
Sofia Costa,552.54,667.008.885-06,48487,6/9/2019
Julian Martins,336.03,761.322.914-90,20490,6/26/2019
Larissa Barros,816.12,539.022.917-70,41054,6/18/2019
Nicolash Rocha,844.53,310.596.915-23,25684,6/2/2019
Emily Ferreira,896.58,969.255.366-31,39192,6/24/2019
Amanda Silva,853.55,583.741.456-84,23171,6/22/2019
Bruno Cardoso,822.08,608.268.010-30,37588,6/1/2019
Júlia Silva,188.33,996.169.831-21,16573,6/16/2019
Vinícius Cavalcanti,933.46,916.668.676-83,48864,6/8/2019
Guilherme Martins,371.57,248.666.698-29,21102,6/30/2019
Miguel Fernandes,563.80,137.787.991-77,23530,6/10/2019
Douglas Martins,324.74,599.811.485-04,11578,6/10/2019
Diogo Alves,765.54,687.078.727-12,44745,6/17/2019
Ágatha Alves,413.32,375.686.284-42,15865,6/22/2019
Eduardo Araujo,705.91,596.566.801-54,33745,6/20/2019
Davi Fernandes,484.54,348.107.744-06,27448,6/3/2019
Isabella Santos,934.82,721.585.617-85,38014,6/23/2019
Evelyn Sousa,705.67,335.692.537-75,17310,6/6/2019
Rafael Sousa,681.48,277.831.364-86,24207,6/5/2019
Martim Rodrigues,216.62,377.439.500-42,44054,6/18/2019
Yasmin Martins,321.69,937.032.102-06,11981,6/14/2019
Leonardo Gomes,389.03,884.463.069-99,11644,6/15/2019
Júlia Barbosa,556.49,223.083.967-50,25135,6/11/2019
Yasmin Cardoso,789.27,406.453.601-04,15792,6/23/2019
Estevan Gomes,170.89,264.540.083-39,12550,6/11/2019
Alex Barros,880.99,548.950.416-11,19910,6/24/2019
Estevan Cunha,273.91,582.533.173-52,36573,6/1/2019
Daniel Melo,672.58,308.136.981-97,42943,6/27/2019
Nicole Carvalho,497.03,249.605.426-24,29634,6/27/2019
Ryan Martins,876.28,606.153.809-05,22688,6/20/2019
Livia Almeida,130.97,901.979.260-10,11334,6/6/2019
José Fernandes,369.28,954.738.717-04,36658,6/27/2019
Emilly Carvalho,603.78,349.781.485-70,18723,6/30/2019
Fernanda Souza,328.41,153.874.661-12,20592,6/16/2019
Joao Rocha,425.79,981.482.703-76,47342,6/20/2019
Yasmin Pereira,282.54,276.550.737-67,36162,6/28/2019
Diego Cardoso,472.80,653.919.776-49,32814,6/11/2019
Vinicius Dias,240.33,419.995.300-04,20942,6/15/2019
Kai Melo,568.66,371.367.272-51,33809,6/15/2019
Tiago Pinto,396.58,256.745.534-59,47640,6/7/2019
Luan Pinto,678.39,879.015.672-28,27732,6/13/2019
Bianca Ribeiro,257.61,119.656.632-14,25195,6/25/2019
Kaua Costa,447.84,200.595.710-04,31801,6/6/2019
Gustavo Barros,502.48,989.933.965-23,36723,6/3/2019
Kauã Araujo,535.89,638.171.697-52,45280,6/22/2019
Rafaela Barbosa,256.20,517.396.632-76,15060,6/23/2019
Emilly Santos,341.43,878.353.968-90,21707,6/13/2019
Mateus Almeida,966.16,837.194.300-81,40740,6/20/2019
Giovana Fernandes,909.57,161.122.942-14,21086,6/29/2019
Sarah Correia,558.35,194.528.482-00,22807,6/2/2019
Thiago Sousa,482.57,264.693.585-43,17716,6/24/2019
Clara Barros,407.14,205.726.978-72,41094,6/6/2019
Diego Rodrigues,907.39,819.343.711-06,37532,6/4/2019
Luiz Martins,470.31,942.633.379-72,11240,6/11/2019
Arthur Santos,484.29,429.788.750-97,29703,6/22/2019
Erick Ferreira,950.49,406.472.670-71,37037,6/30/2019
Kauã Carvalho,792.49,223.656.489-91,48837,6/23/2019
Ana Barros,100.79,849.618.583-40,23485,6/2/2019
Ana Melo,585.96,223.634.535-65,27462,6/10/2019
Brenda Santos,784.67,254.077.798-89,45334,6/28/2019
Caio Lima,781.54,101.320.835-82,13308,6/13/2019
Ryan Costa,436.84,554.869.154-62,26823,6/6/2019
Vitor Barros,370.60,749.238.841-18,20744,6/5/2019
Felipe Dias,210.48,778.414.172-68,29183,6/4/2019
Maria Fernandes,307.72,201.407.086-50,47315,6/28/2019
Leonardo Silva,772.24,488.071.190-05,46196,6/3/2019
Giovana Oliveira,743.54,268.586.270-65,23757,6/8/2019
Anna Cavalcanti,550.34,235.261.457-09,30206,6/4/2019
Kai Cavalcanti,461.92,732.715.462-07,14119,6/1/2019
Mariana Silva,436.95,297.855.528-96,29754,6/16/2019
Diogo Castro,953.48,117.407.908-80,18376,6/5/2019
Luis Pereira,395.67,313.336.990-34,23512,6/14/2019
Tomás Martins,550.11,688.351.843-63,42437,6/30/2019
Tânia Alves,285.54,376.150.121-80,48038,6/23/2019
Larissa Cunha,551.30,293.864.422-13,32398,6/18/2019
Carolina Martins,406.39,134.308.047-95,17072,6/18/2019
Vitor Castro,914.82,519.046.198-00,37461,6/25/2019
Fernanda Melo,996.57,700.126.231-56,47904,6/3/2019
Matilde Lima,608.50,529.232.549-02,41070,6/16/2019
Kai Rocha,650.73,919.990.910-35,27865,6/29/2019
Gabriel Rodrigues,449.96,217.408.458-97,25941,6/18/2019
Rebeca Ferreira,662.53,370.782.045-90,49725,6/16/2019
Otávio Correia,592.80,923.526.328-03,34472,6/6/2019
Sofia Almeida,155.84,703.251.208-97,48173,6/9/2019
Gabrielly Azevedo,734.86,560.508.025-30,16514,6/18/2019
Samuel Pinto,987.62,279.280.659-16,23681,6/20/2019
Nicolas Fernandes,524.71,720.521.013-57,20147,6/18/2019
Evelyn Martins,730.30,994.807.356-87,22832,6/9/2019
Isabelle Pinto,941.50,862.157.475-64,27691,6/23/2019
Danilo Ferreira,100.96,516.665.232-08,41838,6/23/2019
Manuela Pinto,403.61,204.340.804-62,13324,6/14/2019
Thiago Ferreira,977.10,276.214.087-07,49602,6/18/2019
Danilo Barbosa,946.92,827.130.871-80,46392,6/6/2019
Davi Souza,104.77,826.338.933-09,39551,6/13/2019
Alex Souza,741.75,497.584.802-35,24318,6/17/2019
Leila Cardoso,611.37,300.800.418-09,16356,6/6/2019
Julieta Goncalves,332.87,739.328.494-42,43679,6/21/2019
Nicole Lima,937.84,397.730.162-42,27947,6/2/2019
Raissa Goncalves,802.58,948.094.275-52,18644,6/2/2019
Daniel Barbosa,490.93,611.474.202-89,43318,6/15/2019
Beatriz Martins,813.68,143.637.465-05,49824,6/27/2019
Igor Silva,346.30,604.533.936-32,22190,6/4/2019
Kauã Rodrigues,279.44,742.452.369-49,31382,6/19/2019
Guilherme Goncalves,612.52,354.872.201-66,42990,6/10/2019
Diogo Araujo,456.79,561.871.321-73,36475,6/15/2019
Paulo Silva,343.00,367.584.565-60,14203,6/2/2019
Marisa Ferreira,581.90,881.527.256-92,27529,6/4/2019
Ana Santos,604.75,448.235.198-92,37454,6/6/2019
Evelyn Barbosa,516.12,927.004.751-27,17555,6/2/2019
Júlia Ferreira,464.99,122.266.165-94,11442,6/18/2019
Marisa Cardoso,513.97,846.236.581-39,40960,6/10/2019
Evelyn Silva,159.57,523.654.291-06,32734,6/10/2019
Gabrielle Rocha,845.59,263.435.272-73,21029,6/27/2019
Murilo Barbosa,437.41,337.153.405-76,16497,6/5/2019
Lara Azevedo,364.47,133.735.741-37,47814,6/6/2019
Evelyn Cunha,631.00,597.509.798-34,23681,6/20/2019
Samuel Costa,532.89,738.300.214-88,30717,6/13/2019
Mariana Barros,757.18,560.124.281-03,46178,6/1/2019
Guilherme Silva,276.84,424.831.499-10,46695,6/28/2019
Murilo Alves,776.08,270.972.069-85,20860,6/14/2019
Isabelle Araujo,594.70,644.444.143-91,20497,6/26/2019
Isabelle Carvalho,682.49,517.830.929-47,42332,6/15/2019
Carla Cavalcanti,304.19,694.927.033-00,17949,6/8/2019
Sophia Pereira,741.24,213.616.891-61,34608,6/16/2019
Estevan Araujo,315.97,981.015.056-36,15290,6/4/2019
Lavinia Melo,558.94,725.999.507-67,18287,6/3/2019
